"STATISTIC","Statistic","TLIST(Q1)","Quarter","C02343V02817","Area","UNIT","VALUE"
"HSQ06C2","Second Hand House Prices","19964","1996Q4","06","Other areas","Euro","75214"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","-","National","Euro","91671"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","01","Dublin","Euro","113092"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","02","Cork","Euro","80849"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","03","Galway","Euro","89444"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","04","Limerick","Euro","74912"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","05","Waterford","Euro","69279"
"HSQ06C2","Second Hand House Prices","19971","1997Q1","06","Other areas","Euro","79428"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","-","National","Euro","99132"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","01","Dublin","Euro","125787"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","02","Cork","Euro","85138"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","03","Galway","Euro","97756"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","04","Limerick","Euro","78253"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","05","Waterford","Euro","67786"
"HSQ06C2","Second Hand House Prices","19972","1997Q2","06","Other areas","Euro","82984"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","-","National","Euro","103089"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","01","Dublin","Euro","133038"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","02","Cork","Euro","89816"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","03","Galway","Euro","106111"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","04","Limerick","Euro","73400"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","05","Waterford","Euro","72436"
"HSQ06C2","Second Hand House Prices","19973","1997Q3","06","Other areas","Euro","86031"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","-","National","Euro","115898"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","01","Dublin","Euro","150643"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","02","Cork","Euro","94573"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","03","Galway","Euro","107250"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","04","Limerick","Euro","84273"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","05","Waterford","Euro","81697"
"HSQ06C2","Second Hand House Prices","19974","1997Q4","06","Other areas","Euro","94562"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","-","National","Euro","117712"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","01","Dublin","Euro","152014"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","02","Cork","Euro","103114"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","03","Galway","Euro","116708"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","04","Limerick","Euro","94165"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","05","Waterford","Euro","87617"
"HSQ06C2","Second Hand House Prices","19981","1998Q1","06","Other areas","Euro","98845"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","-","National","Euro","130387"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","01","Dublin","Euro","171679"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","02","Cork","Euro","109497"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","03","Galway","Euro","127409"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","04","Limerick","Euro","94274"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","05","Waterford","Euro","93766"
"HSQ06C2","Second Hand House Prices","19982","1998Q2","06","Other areas","Euro","107646"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","-","National","Euro","140456"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","01","Dublin","Euro","188033"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","02","Cork","Euro","110122"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","03","Galway","Euro","125696"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","04","Limerick","Euro","98350"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","05","Waterford","Euro","92720"
"HSQ06C2","Second Hand House Prices","19983","1998Q3","06","Other areas","Euro","114861"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","-","National","Euro","148049"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","01","Dublin","Euro","188767"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","02","Cork","Euro","116948"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","03","Galway","Euro","133919"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","04","Limerick","Euro","99743"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","05","Waterford","Euro","100073"
"HSQ06C2","Second Hand House Prices","19984","1998Q4","06","Other areas","Euro","124514"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","-","National","Euro","153042"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","01","Dublin","Euro","191918"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","02","Cork","Euro","124493"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","03","Galway","Euro","136647"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","04","Limerick","Euro","112783"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","05","Waterford","Euro","99600"
"HSQ06C2","Second Hand House Prices","19991","1999Q1","06","Other areas","Euro","126976"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","-","National","Euro","157243"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","01","Dublin","Euro","202895"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","02","Cork","Euro","131000"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","03","Galway","Euro","136983"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","04","Limerick","Euro","112341"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","05","Waterford","Euro","114189"
"HSQ06C2","Second Hand House Prices","19992","1999Q2","06","Other areas","Euro","129959"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","-","National","Euro","167943"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","01","Dublin","Euro","218801"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","02","Cork","Euro","147219"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","03","Galway","Euro","144357"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","04","Limerick","Euro","122032"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","05","Waterford","Euro","119348"
"HSQ06C2","Second Hand House Prices","19993","1999Q3","06","Other areas","Euro","140314"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","-","National","Euro","174541"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","01","Dublin","Euro","231213"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","02","Cork","Euro","152464"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","03","Galway","Euro","163398"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","04","Limerick","Euro","127037"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","05","Waterford","Euro","125157"
"HSQ06C2","Second Hand House Prices","19994","1999Q4","06","Other areas","Euro","142105"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","-","National","Euro","173991"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","01","Dublin","Euro","225081"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","02","Cork","Euro","160765"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","03","Galway","Euro","158680"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","04","Limerick","Euro","131476"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","05","Waterford","Euro","126465"
"HSQ06C2","Second Hand House Prices","20001","2000Q1","06","Other areas","Euro","146149"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","-","National","Euro","190152"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","01","Dublin","Euro","248925"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","02","Cork","Euro","165382"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","03","Galway","Euro","163945"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","04","Limerick","Euro","136805"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","05","Waterford","Euro","140100"
"HSQ06C2","Second Hand House Prices","20002","2000Q2","06","Other areas","Euro","156197"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","-","National","Euro","197604"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","01","Dublin","Euro","254758"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","02","Cork","Euro","175214"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","03","Galway","Euro","168400"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","04","Limerick","Euro","151317"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","05","Waterford","Euro","143752"
"HSQ06C2","Second Hand House Prices","20003","2000Q3","06","Other areas","Euro","166237"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","-","National","Euro","198915"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","01","Dublin","Euro","256238"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","02","Cork","Euro","174346"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","03","Galway","Euro","172452"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","04","Limerick","Euro","148891"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","05","Waterford","Euro","160557"
"HSQ06C2","Second Hand House Prices","20004","2000Q4","06","Other areas","Euro","164111"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","-","National","Euro","203995"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","01","Dublin","Euro","259852"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","02","Cork","Euro","179039"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","03","Galway","Euro","181011"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","04","Limerick","Euro","152795"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","05","Waterford","Euro","154899"
"HSQ06C2","Second Hand House Prices","20011","2001Q1","06","Other areas","Euro","169113"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","-","National","Euro","213030"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","01","Dublin","Euro","279773"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","02","Cork","Euro","180695"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","03","Galway","Euro","197386"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","04","Limerick","Euro","164940"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","05","Waterford","Euro","160417"
"HSQ06C2","Second Hand House Prices","20012","2001Q2","06","Other areas","Euro","173676"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","-","National","Euro","204279"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","01","Dublin","Euro","267087"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","02","Cork","Euro","179349"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","03","Galway","Euro","186423"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","04","Limerick","Euro","157718"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","05","Waterford","Euro","150985"
"HSQ06C2","Second Hand House Prices","20013","2001Q3","06","Other areas","Euro","172678"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","-","National","Euro","201613"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","01","Dublin","Euro","262133"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","02","Cork","Euro","179395"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","03","Galway","Euro","191593"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","04","Limerick","Euro","150147"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","05","Waterford","Euro","153843"
"HSQ06C2","Second Hand House Prices","20014","2001Q4","06","Other areas","Euro","168436"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","-","National","Euro","213390"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","01","Dublin","Euro","274714"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","02","Cork","Euro","184610"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","03","Galway","Euro","193116"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","04","Limerick","Euro","161242"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","05","Waterford","Euro","160038"
"HSQ06C2","Second Hand House Prices","20021","2002Q1","06","Other areas","Euro","177275"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","-","National","Euro","227063"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","01","Dublin","Euro","297723"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","02","Cork","Euro","194398"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","03","Galway","Euro","200175"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","04","Limerick","Euro","175959"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","05","Waterford","Euro","163352"
"HSQ06C2","Second Hand House Prices","20022","2002Q2","06","Other areas","Euro","192252"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","-","National","Euro","229412"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","01","Dublin","Euro","300599"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","02","Cork","Euro","204936"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","03","Galway","Euro","207645"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","04","Limerick","Euro","170581"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","05","Waterford","Euro","173334"
"HSQ06C2","Second Hand House Prices","20023","2002Q3","06","Other areas","Euro","196755"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","-","National","Euro","241054"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","01","Dublin","Euro","318694"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","02","Cork","Euro","215821"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","03","Galway","Euro","224531"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","04","Limerick","Euro","181826"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","05","Waterford","Euro","184164"
"HSQ06C2","Second Hand House Prices","20024","2002Q4","06","Other areas","Euro","201135"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","-","National","Euro","243604"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","01","Dublin","Euro","323087"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","02","Cork","Euro","215719"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","03","Galway","Euro","231973"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","04","Limerick","Euro","186748"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","05","Waterford","Euro","186837"
"HSQ06C2","Second Hand House Prices","20031","2003Q1","06","Other areas","Euro","206241"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","-","National","Euro","267646"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","01","Dublin","Euro","367314"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","02","Cork","Euro","233328"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","03","Galway","Euro","253456"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","04","Limerick","Euro","195105"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","05","Waterford","Euro","200859"
"HSQ06C2","Second Hand House Prices","20032","2003Q2","06","Other areas","Euro","215319"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","-","National","Euro","266444"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","01","Dublin","Euro","350603"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","02","Cork","Euro","258832"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","03","Galway","Euro","241651"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","04","Limerick","Euro","209017"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","05","Waterford","Euro","206736"
"HSQ06C2","Second Hand House Prices","20033","2003Q3","06","Other areas","Euro","221510"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","-","National","Euro","277818"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","01","Dublin","Euro","372910"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","02","Cork","Euro","249138"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","03","Galway","Euro","268334"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","04","Limerick","Euro","211090"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","05","Waterford","Euro","210181"
"HSQ06C2","Second Hand House Prices","20034","2003Q4","06","Other areas","Euro","227260"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","-","National","Euro","274274"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","01","Dublin","Euro","362845"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","02","Cork","Euro","250491"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","03","Galway","Euro","272282"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","04","Limerick","Euro","198417"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","05","Waterford","Euro","214441"
"HSQ06C2","Second Hand House Prices","20041","2004Q1","06","Other areas","Euro","224298"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","-","National","Euro","301620"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","01","Dublin","Euro","399536"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","02","Cork","Euro","276879"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","03","Galway","Euro","285920"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","04","Limerick","Euro","238036"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","05","Waterford","Euro","212650"
"HSQ06C2","Second Hand House Prices","20042","2004Q2","06","Other areas","Euro","235110"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","-","National","Euro","293114"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","01","Dublin","Euro","382505"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","02","Cork","Euro","288285"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","03","Galway","Euro","282943"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","04","Limerick","Euro","209220"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","05","Waterford","Euro","225636"
"HSQ06C2","Second Hand House Prices","20043","2004Q3","06","Other areas","Euro","237504"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","-","National","Euro","308899"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","01","Dublin","Euro","411439"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","02","Cork","Euro","276956"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","03","Galway","Euro","273665"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","04","Limerick","Euro","231457"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","05","Waterford","Euro","228051"
"HSQ06C2","Second Hand House Prices","20044","2004Q4","06","Other areas","Euro","246733"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","-","National","Euro","304839"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","01","Dublin","Euro","402698"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","02","Cork","Euro","280106"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","03","Galway","Euro","301122"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","04","Limerick","Euro","211667"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","05","Waterford","Euro","240497"
"HSQ06C2","Second Hand House Prices","20051","2005Q1","06","Other areas","Euro","243651"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","-","National","Euro","332151"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","01","Dublin","Euro","440520"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","02","Cork","Euro","306369"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","03","Galway","Euro","311748"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","04","Limerick","Euro","241643"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","05","Waterford","Euro","248647"
"HSQ06C2","Second Hand House Prices","20052","2005Q2","06","Other areas","Euro","262180"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","-","National","Euro","327864"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","01","Dublin","Euro","430220"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","02","Cork","Euro","309484"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","03","Galway","Euro","322827"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","04","Limerick","Euro","236914"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","05","Waterford","Euro","255589"
"HSQ06C2","Second Hand House Prices","20053","2005Q3","06","Other areas","Euro","267035"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","-","National","Euro","351530"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","01","Dublin","Euro","475430"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","02","Cork","Euro","325577"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","03","Galway","Euro","331164"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","04","Limerick","Euro","234393"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","05","Waterford","Euro","265458"
"HSQ06C2","Second Hand House Prices","20054","2005Q4","06","Other areas","Euro","277102"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","-","National","Euro","348597"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","01","Dublin","Euro","472996"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","02","Cork","Euro","322076"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","03","Galway","Euro","332005"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","04","Limerick","Euro","256243"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","05","Waterford","Euro","272033"
"HSQ06C2","Second Hand House Prices","20061","2006Q1","06","Other areas","Euro","279062"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","-","National","Euro","379011"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","01","Dublin","Euro","516589"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","02","Cork","Euro","368016"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","03","Galway","Euro","329369"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","04","Limerick","Euro","255352"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","05","Waterford","Euro","284724"
"HSQ06C2","Second Hand House Prices","20062","2006Q2","06","Other areas","Euro","291376"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","-","National","Euro","389871"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","01","Dublin","Euro","549330"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","02","Cork","Euro","371018"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","03","Galway","Euro","343892"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","04","Limerick","Euro","268457"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","05","Waterford","Euro","289221"
"HSQ06C2","Second Hand House Prices","20063","2006Q3","06","Other areas","Euro","306244"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","-","National","Euro","375577"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","01","Dublin","Euro","517865"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","02","Cork","Euro","355370"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","03","Galway","Euro","343916"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","04","Limerick","Euro","251420"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","05","Waterford","Euro","290203"
"HSQ06C2","Second Hand House Prices","20064","2006Q4","06","Other areas","Euro","303732"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","-","National","Euro","379874"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","01","Dublin","Euro","516211"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","02","Cork","Euro","374714"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","03","Galway","Euro","340756"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","04","Limerick","Euro","267257"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","05","Waterford","Euro","294777"
"HSQ06C2","Second Hand House Prices","20071","2007Q1","06","Other areas","Euro","301850"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","-","National","Euro","386989"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","01","Dublin","Euro","507544"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","02","Cork","Euro","357379"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","03","Galway","Euro","342397"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","04","Limerick","Euro","260796"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","05","Waterford","Euro","285151"
"HSQ06C2","Second Hand House Prices","20072","2007Q2","06","Other areas","Euro","331315"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","-","National","Euro","374392"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","01","Dublin","Euro","489749"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","02","Cork","Euro","372774"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","03","Galway","Euro","368864"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","04","Limerick","Euro","291091"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","05","Waterford","Euro","284476"
"HSQ06C2","Second Hand House Prices","20073","2007Q3","06","Other areas","Euro","308733"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","-","National","Euro","366912"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","01","Dublin","Euro","462806"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","02","Cork","Euro","372293"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","03","Galway","Euro","324968"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","04","Limerick","Euro","279348"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","05","Waterford","Euro","284782"
"HSQ06C2","Second Hand House Prices","20074","2007Q4","06","Other areas","Euro","308339"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","-","National","Euro","359277"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","01","Dublin","Euro","462475"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","02","Cork","Euro","346955"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","03","Galway","Euro","356430"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","04","Limerick","Euro","261842"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","05","Waterford","Euro","291960"
"HSQ06C2","Second Hand House Prices","20081","2008Q1","06","Other areas","Euro","296165"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","-","National","Euro","356638"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","01","Dublin","Euro","455142"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","02","Cork","Euro","344408"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","03","Galway","Euro","338313"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","04","Limerick","Euro","259623"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","05","Waterford","Euro","288430"
"HSQ06C2","Second Hand House Prices","20082","2008Q2","06","Other areas","Euro","306896"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","-","National","Euro","335762"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","01","Dublin","Euro","412152"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","02","Cork","Euro","334663"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","03","Galway","Euro","310865"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","04","Limerick","Euro","263793"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","05","Waterford","Euro","301387"
